country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Netherlands,26149.41108,26873.27593,29204.03983,35672.2066,40362.39478,41979.05585,44863.35063,51733.44213,57644.47997,52514.02712,50950.03434,54159.34661,50073.00566,52184.06185,52830.17423,45175.23189,46007.85292,48554.99228
Norway,38146.71539,38549.58934,43061.15038,50111.65445,57570.26916,66775.3944,74114.69715,85170.86217,97007.94189,80067.17664,87770.26684,100711.2248,101668.1707,103059.2482,97199.9191,74521.56993,70941.52527,75704.2487
Nepal,229.4902871,246.725629,244.7208237,252.4024323,286.1575938,315.80563,346.9452514,391.3801314,470.4555473,478.1731816,592.4010975,699.4293377,698.4664794,715.923743,743.4133813,792.5528906,777.1475955,900.5739036
New Zealand,13641.10272,13882.85683,16874.18749,21913.70817,25420.23488,27751.06547,26671.32942,32510.0827,31287.94365,28201.23228,33692.01083,38426.55081,39970.44004,42949.14223,44533.78309,38559.54704,40026.8522,42260.12518
OECD members,23658.55204,23274.91096,24116.13331,26810.02768,29624.7767,31104.7334,32573.43988,35371.37606,37185.13257,34569.82796,35981.44719,38473.63973,38185.74765,38444.47944,38999.80165,36604.03621,37069.22631,38411.37254
Oman,8601.25417,8475.964136,8626.984097,9066.347498,10126.1161,12377.06807,14420.51706,15838.46561,22139.64041,16823.77165,19281.16563,20896.74698,21923.54802,20926.55405,20131.9813,16150.88726,14721.64733,15170.35174
Other small states,4384.199164,4286.375497,4544.672877,5548.69554,6761.585565,8046.02356,9251.425324,11025.50219,13162.24471,10985.72016,12462.89184,15048.75637,15464.65142,15705.66055,15831.08567,12832.04013,12404.20144,13422.24394
Pakistan,519.5343268,495.3454616,483.4969271,543.7518258,625.3978597,683.0902351,836.8605211,908.0950906,990.8465996,957.9956808,988.7541283,1164.976129,1198.109001,1208.90431,1251.164104,1356.667731,1368.454326,1466.843096
Panama,4060.324493,4046.419981,4126.241558,4267.303325,4592.152614,4916.914994,5348.895292,6166.180721,7154.274496,7576.140467,8082.028459,9358.251475,10722.28363,11889.12763,12796.07004,13630.30797,14356.32405,15166.12443
Peru,1955.588006,1941.475632,2021.23974,2145.643183,2417.035501,2729.498682,3154.331237,3606.070435,4220.616969,4196.312793,5082.354757,5869.32308,6528.972218,6756.752769,6679.341948,6227.586716,6205.3709,6700.81138
Philippines,1038.90854,957.1899393,999.9059505,1010.309637,1078.628944,1193.977291,1390.517223,1670.590155,1916.296708,1821.523941,2124.05677,2345.327754,2572.629425,2749.386636,2831.316667,2867.15199,2941.21204,2981.934151
Palau,7577.047893,8017.641597,8247.222081,7711.939018,8263.109679,9336.095243,9623.219038,10080.05533,10524.98396,9992.03172,10184.51685,10889.58016,12168.28231,12799.36953,13938.22194,16593.48995,17150.04231,16274.90454
Papua New Guinea,602.1869023,515.6846078,491.8343081,568.2464399,618.0368977,749.1863962,1249.657689,1401.931659,1672.927552,1626.298983,1949.34856,2406.897103,2790.699587,2729.875551,2920.774825,2679.326711,2509.629007,2640.153572
Poland,4492.739632,4981.192232,5196.939332,5693.377763,6681.178818,8021.003655,9038.730847,11255.4367,14001.44688,11527.59323,12599.53358,13893.50926,13145.53926,13781.06261,14347.91458,12572.32185,12431.57542,13861.05156
Pre-demographic dividend,436.8204378,419.3974843,484.7603268,536.6965539,637.6718117,773.3865239,954.1856181,1121.964093,1375.917004,1205.693085,1386.538922,1572.979941,1684.116329,1789.071845,1859.91996,1585.942265,1403.453447,1458.126344
Puerto Rico,16192.12697,18123.1987,18731.45939,19557.12025,20988.99233,21959.3227,22935.94116,23664.88235,24898.33459,25768.72589,26435.74879,27278.88305,27944.73389,28513.16574,28981.45733,29764.05389,30628.75478,31353.43418
Portugal,11502.39681,11729.14616,12882.28897,15772.7334,18045.5881,18784.9485,19821.44463,22780.05845,24815.60884,23063.97161,22538.65408,23196.18375,20577.40264,21618.73534,22077.53613,19252.63495,19977.39849,21291.43099
Paraguay,1663.605252,1565.053712,1300.851426,1365.416418,1679.497171,1843.633791,2271.090038,2976.825503,4041.583876,3624.571058,4355.934939,5322.96376,5183.082877,5926.832863,6102.943233,5406.703857,5319.410218,5680.580768
West Bank and Gaza,1476.17185,1335.553195,1156.217473,1257.69857,1337.565724,1455.187875,1441.4617,1575.5634,1857.890515,1970.182963,2354.125987,2695.193853,2834.021525,3060.312389,3046.821798,2967.851747,3074.291152,3254.485887
Pacific island small states,1755.003926,1698.714374,1767.414002,2047.429679,2337.350641,2537.549742,2636.320766,2855.898095,3038.828957,2642.203701,2897.483969,3404.54485,3591.851379,3676.08082,3945.603083,3782.032777,3885.782088,4080.526197
Post-demographic dividend,25734.3028,25369.49619,26330.74742,29385.10072,32477.77481,34019.15848,35605.91234,38638.72557,40604.55174,38069.2185,39509.7953,42293.58872,42071.30827,42297.68678,42966.73003,40474.3376,41182.42805,42725.2277
Qatar,29976.11704,28517.26721,30214.85901,34517.75509,42124.82901,51455.59419,59530.15354,65421.75277,80234.47007,59094.44494,67403.1603,82409.58033,85076.14793,85050.91097,83858.52838,63039.01655,57163.06099,61264.39648
Romania,1659.90764,1825.179805,2119.882673,2679.41191,3494.944517,4617.929016,5757.496429,8360.166321,10435.04398,8548.118672,8209.919456,9104.995622,8535.046876,9555.244217,10026.97358,8977.498544,9567.097782,10792.95628
Russian Federation,1771.59783,2100.358253,2377.536957,2975.132778,4102.372294,5323.473877,6920.194398,9101.256706,11635.27424,8562.813697,10674.9972,14351.21205,15434.57478,16007.08999,14100.7291,9313.787542,8745.375116,10750.58712
Rwanda,228.6377096,212.5172008,207.5829531,224.7324184,250.5175049,303.7407156,344.5772458,410.99572,511.0549513,549.2400411,576.049201,637.6284383,695.2740829,704.9801594,723.281841,728.0817574,726.353049,762.4991636
South Asia,447.4453345,450.8050475,464.4565852,532.9237651,607.4127715,684.7590138,774.8785294,959.3228499,959.4803127,1042.013483,1257.66949,1367.338787,1364.441602,1381.881309,1494.461188,1541.835813,1648.678479,1867.272248
Saudi Arabia,9171.330145,8684.647401,8695.400072,9609.966975,11185.13337,13791.44629,15384.74015,16516.62362,20078.25779,16113.14249,19262.54768,23745.80161,25243.3587,24844.74437,24463.90316,20627.93278,19879.29753,20803.74257
Sudan,366.1728076,383.0159987,418.2518413,484.8447351,573.3069261,689.209557,905.3097449,1128.41035,1304.533051,1238.180845,1489.876911,1672.103295,1882.24677,1943.916458,2163.155898,2486.745659,2398.10188,3015.02443
Senegal,604.654066,615.2684717,656.6227077,823.7211451,940.5516918,993.9320411,1040.903994,1222.372918,1411.929332,1317.235687,1278.977754,1371.723353,1330.057448,1375.678754,1394.794743,1218.764246,1269.040407,1367.218948
Singapore,23852.32703,21700.02005,22159.68886,23730.15245,27608.53737,29961.26328,33769.15416,39432.93835,40007.46926,38927.20688,47236.96023,53890.42873,55546.48854,56967.42579,57562.53079,55646.61875,56724.17039,60297.79378
Solomon Islands,1054.388246,944.6140341,784.6498272,744.3525546,818.0588673,880.8129914,949.3376001,1048.650015,1208.338618,1160.301648,1290.398779,1722.418113,1913.232022,1977.451411,1996.781176,1914.467926,1990.031497,2077.126038
Sierra Leone,138.6986922,229.3755148,252.3962103,266.4471103,266.5695675,292.3493252,323.3891849,360.3721418,408.4807421,391.2010053,401.8350014,448.3375255,566.3786569,716.8353047,714.7007124,588.2284527,501.4157129,499.3807078
El Salvador,2001.538009,2072.299842,2124.102889,2209.496508,2278.431843,2428.569512,2631.820415,2786.157922,2933.395056,2858.478981,2983.229771,3266.010452,3428.410386,3509.531493,3589.040604,3705.577946,3800.122181,3902.237622
San Marino,40124.4599,41731.13757,44490.82803,56034.29267,64869.6626,66795.51231,70457.42838,82771.70365,90435.2703,76686.0213,68496.36068,64890.23886,56068.43455,57302.688,54282.8098,45774.58789,46692.35109,48494.55141
Serbia,870.1363145,1634.875061,2149.909404,2832.490652,3331.228995,3720.479155,4382.617279,5848.476405,7101.040141,6169.114195,5735.422857,6809.159804,6015.945228,6755.073511,6600.05665,5585.117808,5756.381194,6284.192672
Sub-Saharan Africa (excluding high income),595.5568244,553.2786658,587.4095234,717.7323612,870.8394676,1006.386635,1164.957326,1316.415293,1469.023515,1356.756539,1575.222758,1737.452571,1781.425063,1843.34454,1884.349687,1668.215982,1510.048357,1598.050477
Sub-Saharan Africa,596.4146057,554.1305432,588.3416315,718.6360011,871.8841688,1007.49347,1166.1399,1317.569308,1470.043561,1357.618445,1576.176004,1738.47572,1782.408543,1844.577249,1885.558172,1669.443418,1511.3049,1599.336187
Small states,4399.762054,4352.35632,4589.819547,5401.806395,6404.543965,7516.673013,8567.792034,10063.04002,11881.82114,9938.976474,11191.49531,13284.48724,13672.58756,13888.51918,14024.72971,11732.17339,11298.81941,12125.16296
Suriname,2012.260287,1750.558371,2267.721066,2611.356086,3006.189322,3590.626616,5197.93993,5744.424776,6831.956321,7408.667674,8255.796859,8263.172923,9201.008785,9402.233137,9472.0076,8561.974179,5606.712075,5379.119415
Slovak Republic,5402.929754,5708.082659,6524.861878,8696.913242,10654.79371,11669.41975,13139.03218,16057.73314,18650.35912,16512.98197,16600.61359,18187.15744,17274.6423,18191.61279,18629.77966,16182.30372,16544.22781,17579.2594
Slovenia,10227.73677,10479.29634,11814.09994,14880.47154,17260.90151,18169.18091,19726.1265,23841.31792,27501.81027,24633.79785,23437.47202,24985.24827,22532.43564,23357.9392,24194.97435,20887.51964,21617.57985,23449.57452
Sweden,29323.20776,27010.44724,29618.68777,37008.59614,42491.96886,43134.71673,46312.48838,53387.94062,55814.01639,46256.23794,52132.91853,59666.07202,57197.19931,60347.68749,59241.60638,50832.55271,51617.54035,53253.47664
Eswatini,1728.70534,1521.767574,1405.44181,2148.619871,2699.133372,3083.826171,3176.700366,3327.441943,3137.39623,3385.842837,4168.505062,4496.600777,4469.457324,4196.309733,3997.451936,3641.408583,3426.826597,3941.900457
Seychelles,7578.851053,7663.13708,8331.261997,8524.961236,10176.65871,11092.51074,12014.39987,12154.82994,11122.86207,9706.95606,10804.68447,12189.09516,12006.68296,14765.67398,14700.33434,14745.34146,15077.83902,15683.6565
Chad,165.7629866,196.9736976,220.3759764,291.9448516,453.5218172,658.3049578,709.7651951,798.5480013,925.6360843,800.4642249,891.6988174,983.4472327,967.408126,979.5339592,1018.930956,775.7075235,692.9785958,664.3033157
East Asia & Pacific (IDA & IBRD countries),965.4878221,1017.718087,1116.528448,1253.271713,1441.802087,1657.03127,1980.520162,2485.318296,3122.694529,3360.682993,4045.411068,4907.691743,5432.980876,5950.187377,6349.521859,6556.420419,6623.978189,7156.320319
Europe & Central Asia (IDA & IBRD countries),2049.532269,2087.045806,2346.197702,2882.526969,3730.049008,4670.396158,5643.719939,7246.46438,8950.184094,7071.714735,8249.422465,9976.51225,10356.86657,10929.83092,10297.33222,7981.267098,7648.518446,8516.291877
Togo,302.2063943,292.5673576,326.8556001,396.0300441,412.589392,406.4009505,407.6946979,449.1442328,544.1475234,538.4419516,533.508792,586.3288415,571.8394289,621.2222598,640.0816111,570.6807371,587.8744094,619.066371
Thailand,2007.736363,1893.26831,2096.187999,2359.116494,2660.122791,2894.061896,3369.547815,3973.019618,4379.659877,4213.001541,5076.342992,5492.115427,5860.58061,6168.264895,5951.883702,5840.046948,5978.611454,6578.188865
Tajikistan,138.4288795,171.0479834,190.0025003,237.7574442,311.6273248,340.5830327,408.8385907,526.6429154,715.8651105,676.1234193,749.552711,847.3821018,969.2964731,1048.227293,1104.171689,929.0958572,802.5180041,806.0415731
Turkmenistan,643.174726,774.4828307,967.8901647,1283.911263,1453.916238,1704.417531,2136.474322,2600.369292,3904.463719,4036.455999,4439.200382,5649.952278,6675.185658,7304.287132,7962.239098,6432.680702,6389.548408,6587.090316
Latin America & the Caribbean (IDA & IBRD countries),4305.786708,4130.731794,3623.035888,3645.640234,4166.753559,5007.857902,5814.886571,6801.772039,7848.968346,7265.389013,8974.007984,10119.52347,10102.29563,10237.80717,10322.94239,8716.406758,8404.752742,9253.666484
Timor-Leste,497.1314157,574.4567556,553.463055,573.657502,1109.560136,1822.574955,2614.875038,2779.875017,4160.734435,2978.437303,3656.952175,5095.489043,5879.699782,4888.317123,3441.650571,2585.153878,2053.273798,2000.601191
Middle East & North Africa (IDA & IBRD countries),1618.597155,1647.416913,1572.82623,1743.947425,1987.462083,2301.748666,2630.401593,3196.903128,3870.006913,3678.17807,4178.685372,4652.157905,5036.026187,4641.495942,4485.98379,3972.175733,3934.616702,3823.8332
Tonga,2065.502661,1840.291495,1845.418595,2033.790901,2288.593015,2598.2472,2892.039182,2925.91276,3380.613351,3062.533091,3553.220614,4084.624132,4597.742305,4428.566481,4393.940811,4320.63799,3966.15652,4217.476507
South Asia (IDA & IBRD),447.4453345,450.8050475,464.4565852,532.9237651,607.4127715,684.7590138,774.8785294,959.3228499,959.4803127,1042.013483,1257.66949,1367.338787,1364.441602,1381.881309,1494.461188,1541.835813,1648.678479,1867.272248
Sub-Saharan Africa (IDA & IBRD countries),596.4146057,554.1305432,588.3416315,718.6360011,871.8841688,1007.49347,1166.1399,1317.569308,1470.043561,1357.618445,1576.176004,1738.47572,1782.408543,1844.577249,1885.558172,1669.443418,1511.3049,1599.336187
Trinidad and Tobago,6435.164683,6939.801184,7053.070804,8807.900379,10293.80541,12327.23317,14102.49585,16539.87811,21204.10497,14514.14172,16683.35538,19034.1492,19161.95991,20026.78753,20169.65301,18332.49031,15786.12052,16076.08204
Tunisia,2211.826817,2253.04471,2344.413533,2760.414314,3111.382703,3193.206569,3370.033926,3775.75001,4307.155878,4128.462783,4141.976353,4264.674946,4152.678587,4222.703245,4305.474165,3859.814436,3698.565075,3494.318864
Turkey,4316.548908,3119.56579,3659.939869,4718.199807,6040.607698,7384.251628,8035.377338,9711.873594,10854.17225,9038.52015,10672.38925,11335.51051,11707.25971,12519.39143,12095.85457,10948.72461,10820.63384,10499.74557
Tuvalu,1462.8547,1391.453495,1610.149462,1874.468285,2182.078388,2183.909889,2263.128601,2644.652776,2936.859633,2599.895701,3022.28882,3640.861433,3507.936911,3454.684953,3398.818942,3197.795645,3255.894866,3572.608367
Tanzania,410.9523276,406.5386686,411.9723458,431.2796931,459.2592825,492.6313793,485.4974874,552.8395296,687.3904455,695.2167768,743.4037847,781.4370143,867.8676806,970.4169384,1030.092917,947.9334465,966.4746224,1004.841121
Uganda,261.8689977,239.4731859,245.5000794,243.9015264,296.0469361,325.5903736,347.9903568,416.8986194,467.9005703,578.4230564,622.4988457,602.6846514,668.832462,689.1548142,739.373927,709.0210386,608.7057351,631.5227198
Ukraine,635.7089635,779.9771307,878.6182021,1047.502769,1366.017225,1826.932206,2300.77148,3065.611623,3887.241412,2542.997136,2965.142365,3569.757027,3855.42128,4029.715504,3104.658296,2124.662666,2187.731997,2640.675677
Upper middle income,1967.254501,1976.506824,1966.447598,2187.84824,2607.266135,3115.726879,3677.355764,4541.514267,5514.190473,5270.589377,6344.152969,7533.005863,8009.525571,8448.564499,8651.290227,8032.489459,7921.734348,8663.27389
Uruguay,6875.021328,6284.4559,4090.899267,3624.198052,4120.556611,5226.937806,5887.848703,7026.511491,9091.079039,9451.932449,11992.01663,14236.68119,15171.58466,16973.67421,16831.97294,15613.76427,15387.14403,16437.24487
United States,36334.90878,37133.24281,38023.16111,39496.48588,41712.80107,44114.74778,46298.73144,47975.96768,48382.55845,47099.98047,48466.82338,49883.11398,51603.49726,53106.90977,55032.958,56803.47243,57904.20196,59927.92983
Uzbekistan,558.2268024,456.7062895,383.343068,396.377979,465.1198869,546.7768502,654.2838373,830.4076942,1082.286025,1213.265328,1377.08214,1564.966945,1740.468298,1907.561704,2492.336643,2615.025134,2567.799418,1826.56704
St. Vincent and the Grenadines,3676.439642,3985.683402,4272.860898,4447.743813,4810.298503,5070.512702,5625.35139,6307.214096,6415.809617,6232.719361,6292.789829,6242.193281,6390.314389,6639.621791,6684.803622,6921.40975,7041.560804,7149.630866
Vietnam,390.0933261,404.8078662,430.0528671,480.5797992,546.9096058,687.4797356,784.3724223,906.2841981,1149.424642,1217.268555,1317.890706,1525.115988,1735.141276,1886.671896,2030.261955,2085.101484,2192.214539,2365.621666
Vanuatu,1470.572265,1363.113016,1354.186169,1580.542444,1788.087167,1887.226576,2049.618856,2398.612625,2705.597658,2649.618144,2966.857116,3264.537017,3133.090209,3124.233078,3088.258303,2721.635936,2830.965284,2976.107116
World,5491.574338,5389.090566,5526.28659,6123.386078,6811.135189,7287.249272,7801.883183,8684.285805,9413.603051,8820.884804,9538.846778,10473.62997,10589.20847,10764.19177,10928.87116,10217.65601,10247.93623,10769.67711
Samoa,1542.066736,1557.01718,1633.035432,1909.122171,2353.548219,2574.176629,2811.338548,3026.546343,3514.798344,3039.508484,3458.188715,3946.173084,4237.01463,4219.909738,4188.733679,4155.279353,4043.694,4307.805464
Kosovo,1087.762401,1490.361033,1413.532587,1638.104739,2086.537325,2147.464271,2237.126598,2685.986222,3254.820269,3209.694109,3283.510304,3736.363217,3600.673475,3876.958302,4054.721339,3574.543333,3697.121677,3948.08815
"Yemen, Rep.",554.4486334,550.3602417,579.8529205,620.3827587,709.9653061,832.8444886,921.4184439,1017.292001,1229.246843,1116.084594,1334.784845,1374.621313,1446.53628,1607.152275,1674.002766,1608.744312,1139.870568,963.494721
South Africa,3032.427138,2666.480846,2502.265926,3751.258432,4833.633129,5383.632556,5601.970369,6095.652721,5760.789016,5862.81522,7328.593646,8007.377412,7501.40728,6829.020465,6428.293579,5730.934174,5272.627749,6127.462297
Zambia,345.6895544,382.9411785,382.2421724,435.4580833,538.5915064,702.7409406,1047.919187,1124.290586,1394.000608,1159.907762,1489.45907,1672.94983,1763.094184,1878.903489,1763.056239,1332.194321,1280.578447,1534.865371
Zimbabwe,563.0577411,568.3859092,530.5305794,478.007405,482.9984113,476.5553236,447.8549242,431.7871883,356.6933497,771.5987859,948.3318545,1093.654002,1304.969802,1430.000818,1434.89934,1445.071062,1464.583529,1602.403507
